mois,famille,type_absence,type_contrat,catégorie,tranche_age,temps_du_total,temps_absence_total,taux_absence
2025-03,Aucune,Aucune,cdd,Bloc opératoire,20-30 ans,1059.0,104.0,9.820585457979226
2025-03,Aucune,Aucune,cdd,Bloc opératoire,30-40 ans,120.0,20.0,16.666666666666664
2025-03,Aucune,Aucune,cdd,Bloc opératoire,40-50 ans,917.0,85.0,9.269356597600872
2025-03,Aucune,Aucune,cdd,Bloc opératoire,50-60 ans,670.0,77.0,11.492537313432836
2025-03,Aucune,Aucune,cdd,Bloc opératoire,60 ans et plus,271.0,0.0,0.0
2025-03,Aucune,Aucune,cdd,Direction,40-50 ans,136.0,17.0,12.5
2025-03,Aucune,Aucune,cdd,Hygiène/Hôtellerie,40-50 ans,60.0,0.0,0.0
2025-03,Aucune,Aucune,cdd,Hygiène/Hôtellerie,50-60 ans,130.0,0.0,0.0
2025-03,Aucune,Aucune,cdd,Imagerie,20-30 ans,414.68,35.0,8.440243079000675
2025-03,Aucune,Aucune,cdd,Imagerie,30-40 ans,208.0,8.0,3.8461538461538463
2025-03,Aucune,Aucune,cdd,Imagerie,40-50 ans,100.8,8.0,7.936507936507936
2025-03,Aucune,Aucune,cdd,Imagerie,50-60 ans,135.0,18.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Imagerie,60 ans et plus,105.6,1.0,0.946969696969697
2025-03,Aucune,Aucune,cdd,Imagerie,Moins de 20 ans,64.0,8.0,12.5
2025-03,Aucune,Aucune,cdd,Information médicale,20-30 ans,135.0,18.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Information médicale,40-50 ans,351.0,41.0,11.68091168091168
2025-03,Aucune,Aucune,cdd,Information médicale,60 ans et plus,135.0,18.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Juridique,30-40 ans,136.0,17.0,12.5
2025-03,Aucune,Aucune,cdd,Laboratoire,20-30 ans,331.0,42.0,12.688821752265861
2025-03,Aucune,Aucune,cdd,Laboratoire,30-40 ans,369.0,47.0,12.737127371273713
2025-03,Aucune,Aucune,cdd,Laboratoire,40-50 ans,336.0,32.0,9.523809523809524
2025-03,Aucune,Aucune,cdd,Laboratoire,50-60 ans,195.0,25.0,12.82051282051282
2025-03,Aucune,Aucune,cdd,Logistique,20-30 ans,260.0,0.0,0.0
2025-03,Aucune,Aucune,cdd,Logistique,30-40 ans,195.0,18.0,9.230769230769232
2025-03,Aucune,Aucune,cdd,Logistique,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Médical,20-30 ans,601.0,49.0,8.153078202995008
2025-03,Aucune,Aucune,cdd,Médical,30-40 ans,673.8,71.0,10.537251409913921
2025-03,Aucune,Aucune,cdd,Médical,40-50 ans,949.6,86.0,9.056444818871103
2025-03,Aucune,Aucune,cdd,Médical,50-60 ans,1180.0,126.0,10.677966101694915
2025-03,Aucune,Aucune,cdd,Médical,60 ans et plus,270.0,36.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Pharmacie,20-30 ans,375.0,32.0,8.533333333333333
2025-03,Aucune,Aucune,cdd,Pharmacie,30-40 ans,200.0,0.0,0.0
2025-03,Aucune,Aucune,cdd,Pharmacie,40-50 ans,105.0,14.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Pharmacie,Moins de 20 ans,9.6,0.0,0.0
2025-03,Aucune,Aucune,cdd,Psycho-social,40-50 ans,202.5,18.0,8.88888888888889
2025-03,Aucune,Aucune,cdd,Pédiatrie/néonat,20-30 ans,9.6,1.0,10.416666666666668
2025-03,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Qualité,20-30 ans,216.0,27.0,12.5
2025-03,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,136.0,17.0,12.5
2025-03,Aucune,Aucune,cdd,Recherche,30-40 ans,272.0,34.0,12.5
2025-03,Aucune,Aucune,cdd,Rééducation,20-30 ans,135.0,18.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Rééducation,50-60 ans,135.0,18.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Rééducation,60 ans et plus,240.0,32.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-03,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,2823.0,281.0,9.953949698901878
2025-03,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,1417.18,112.0,7.903018670881609
2025-03,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,1135.0,90.0,7.929515418502203
2025-03,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,1535.0,121.0,7.8827361563517915
2025-03,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,505.0,38.0,7.524752475247524
2025-03,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,457.0,26.0,5.689277899343545
2025-03,Aucune,Aucune,cdd,Sécurité,20-30 ans,136.0,0.0,0.0
2025-03,Aucune,Aucune,cdd,Sécurité,60 ans et plus,100.0,0.0,0.0
2025-03,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,149.4,19.0,12.717536813922356
2025-03,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,270.0,36.0,13.333333333333334
2025-03,Aucune,Aucune,cdi,Administratif,20-30 ans,3377.0,322.0,9.535090316849274
2025-03,Aucune,Aucune,cdi,Administratif,30-40 ans,679.0,90.0,13.25478645066274
2025-03,Aucune,Aucune,cdi,Administratif,40-50 ans,405.0,54.0,13.333333333333334
2025-03,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,331.6,42.0,12.665862484921592
2025-03,Aucune,Aucune,cdi,Administratif,Non défini,8928.5,918.0,10.281682253458028
2025-03,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,405.0,54.0,13.333333333333334
2025-03,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,120.0,20.0,16.666666666666664
2025-03,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,270.0,18.0,6.666666666666667
2025-03,Aucune,Aucune,cdi,Administratif/médical,Non défini,1852.5,252.0,13.603238866396762
2025-03,Aucune,Aucune,cdi,Biomédical,20-30 ans,847.0,68.0,8.028335301062574
2025-03,Aucune,Aucune,cdi,Biomédical,30-40 ans,19.2,2.0,10.416666666666668
2025-03,Aucune,Aucune,cdi,Biomédical,Non défini,1320.0,108.0,8.181818181818182
2025-03,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2193.1,201.0,9.165108750170992
2025-03,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,457.1,63.0,13.782542113323123
2025-03,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,120.0,20.0,16.666666666666664
2025-03,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,896.5,99.0,11.042944785276074
2025-03,Aucune,Aucune,cdi,Bloc opératoire,Non défini,9931.1,932.0,9.38466030953268
2025-03,Aucune,Aucune,cdi,Direction,Non défini,640.0,65.0,10.15625
2025-03,Aucune,Aucune,cdi,Hygiène/Hôtellerie,20-30 ans,456.0,36.0,7.894736842105263
2025-03,Aucune,Aucune,cdi,Hygiène/Hôtellerie,30-40 ans,130.0,13.0,10.0
2025-03,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Moins de 20 ans,130.0,0.0,0.0
2025-03,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Non défini,1490.0,97.0,6.510067114093959
2025-03,Aucune,Aucune,cdi,Imagerie,20-30 ans,829.0,87.0,10.494571773220748
2025-03,Aucune,Aucune,cdi,Imagerie,30-40 ans,472.0,43.0,9.110169491525424
2025-03,Aucune,Aucune,cdi,Imagerie,40-50 ans,173.4,4.0,2.306805074971165
2025-03,Aucune,Aucune,cdi,Imagerie,Moins de 20 ans,160.0,8.0,5.0
2025-03,Aucune,Aucune,cdi,Imagerie,Non défini,2550.0,195.0,7.647058823529412
2025-03,Aucune,Aucune,cdi,Information médicale,20-30 ans,378.5,60.0,15.852047556142669
2025-03,Aucune,Aucune,cdi,Information médicale,30-40 ans,136.0,17.0,12.5
2025-03,Aucune,Aucune,cdi,Information médicale,Non défini,1847.0,246.0,13.318895506226314
2025-03,Aucune,Aucune,cdi,Juridique,20-30 ans,96.0,8.0,8.333333333333332
2025-03,Aucune,Aucune,cdi,Juridique,Non défini,272.0,34.0,12.5
2025-03,Aucune,Aucune,cdi,Laboratoire,20-30 ans,1425.5,180.0,12.627148368993335
2025-03,Aucune,Aucune,cdi,Laboratoire,30-40 ans,375.0,0.0,0.0
2025-03,Aucune,Aucune,cdi,Laboratoire,40-50 ans,231.0,18.0,7.792207792207792
2025-03,Aucune,Aucune,cdi,Laboratoire,Moins de 20 ans,114.6,0.0,0.0
2025-03,Aucune,Aucune,cdi,Laboratoire,Non défini,4326.1,324.0,7.48942465500104
2025-03,Aucune,Aucune,cdi,Logistique,20-30 ans,959.0,121.0,12.61730969760167
2025-03,Aucune,Aucune,cdi,Logistique,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-03,Aucune,Aucune,cdi,Logistique,Non défini,2216.0,265.0,11.958483754512637
2025-03,Aucune,Aucune,cdi,Maïeutique,20-30 ans,9.6,0.0,0.0
2025-03,Aucune,Aucune,cdi,Maïeutique,Non défini,864.0,72.0,8.333333333333332
2025-03,Aucune,Aucune,cdi,Médical,20-30 ans,4068.08,432.0,10.61926019153999
2025-03,Aucune,Aucune,cdi,Médical,30-40 ans,1725.9,218.0,12.631091024972477
2025-03,Aucune,Aucune,cdi,Médical,40-50 ans,270.0,36.0,13.333333333333334
2025-03,Aucune,Aucune,cdi,Médical,Moins de 20 ans,316.0,31.0,9.81012658227848
2025-03,Aucune,Aucune,cdi,Médical,Non défini,14365.44,1487.0,10.35123184531765
2025-03,Aucune,Aucune,cdi,Pharmacie,20-30 ans,664.0,69.0,10.391566265060241
2025-03,Aucune,Aucune,cdi,Pharmacie,Moins de 20 ans,682.68,90.0,13.183336262963616
2025-03,Aucune,Aucune,cdi,Pharmacie,Non défini,4579.0,486.0,10.613671107228653
2025-03,Aucune,Aucune,cdi,Psycho-social,20-30 ans,135.0,18.0,13.333333333333334
2025-03,Aucune,Aucune,cdi,Psycho-social,Non défini,892.5,92.0,10.308123249299719
2025-03,Aucune,Aucune,cdi,Pédiatrie/néonat,20-30 ans,231.0,18.0,7.792207792207792
2025-03,Aucune,Aucune,cdi,Pédiatrie/néonat,30-40 ans,96.0,8.0,8.333333333333332
2025-03,Aucune,Aucune,cdi,Pédiatrie/néonat,Non défini,288.0,8.0,2.7777777777777777
2025-03,Aucune,Aucune,cdi,Qualité,20-30 ans,136.0,17.0,12.5
2025-03,Aucune,Aucune,cdi,Qualité,Moins de 20 ans,136.0,17.0,12.5
2025-03,Aucune,Aucune,cdi,Qualité,Non défini,832.0,73.0,8.774038461538462
2025-03,Aucune,Aucune,cdi,Recherche,20-30 ans,271.0,17.0,6.273062730627306
2025-03,Aucune,Aucune,cdi,Recherche,30-40 ans,136.0,0.0,0.0
2025-03,Aucune,Aucune,cdi,Recherche,Moins de 20 ans,192.0,8.0,4.166666666666666
2025-03,Aucune,Aucune,cdi,Recherche,Non défini,1303.0,114.0,8.749040675364544
2025-03,Aucune,Aucune,cdi,Rééducation,20-30 ans,853.0,94.0,11.019929660023447
2025-03,Aucune,Aucune,cdi,Rééducation,Non défini,2362.5,228.0,9.650793650793652
2025-03,Aucune,Aucune,cdi,Soins infirmiers,20-30 ans,5097.5,463.0,9.082883766552232
2025-03,Aucune,Aucune,cdi,Soins infirmiers,30-40 ans,2239.6,186.0,8.305054474013216
2025-03,Aucune,Aucune,cdi,Soins infirmiers,40-50 ans,728.0,46.0,6.318681318681318
2025-03,Aucune,Aucune,cdi,Soins infirmiers,Moins de 20 ans,1243.0,101.0,8.125502815768302
2025-03,Aucune,Aucune,cdi,Soins infirmiers,Non défini,25516.92,2039.0,7.990776316263876
2025-03,Aucune,Aucune,cdi,Sécurité,20-30 ans,506.0,36.0,7.114624505928854
2025-03,Aucune,Aucune,cdi,Sécurité,Non défini,658.0,29.0,4.407294832826747
2025-03,Aucune,Aucune,cdi,Techniques/bâtiment,20-30 ans,391.6,51.0,13.023493360572012
2025-03,Aucune,Aucune,cdi,Techniques/bâtiment,Moins de 20 ans,144.6,18.0,12.448132780082988
2025-03,Aucune,Aucune,cdi,Techniques/bâtiment,Non défini,994.98,123.0,12.362057528794548
2025-03,Autres,Formation,cdi,Soins infirmiers,Non défini,810.0,108.0,13.333333333333334
2025-03,Maladie,Longue maladie,cdi,Médical,30-40 ans,1755.0,234.0,13.333333333333334
2025-03,Maladie,Longue maladie,cdi,Médical,Non défini,1755.0,234.0,13.333333333333334
2025-03,Maladie,Maladie,cdd,Logistique,30-40 ans,5940.0,792.0,13.333333333333334
2025-03,Maladie,Maladie,cdd,Médical,20-30 ans,7344.0,918.0,12.5
2025-03,Maladie,Maladie,cdd,Médical,30-40 ans,7344.0,918.0,12.5
2025-03,Maladie,Maladie,cdd,Soins infirmiers,20-30 ans,4608.0,384.0,8.333333333333332
2025-03,Maladie,Maladie,cdd,Soins infirmiers,60 ans et plus,12960.0,1728.0,13.333333333333334
2025-03,Maladie,Maladie,cdd,Techniques/bâtiment,40-50 ans,2641.92,344.0,13.020833333333334
2025-03,Maladie,Maladie,cdi,Administratif,Non défini,8920.0,1136.0,12.73542600896861
2025-03,Maladie,Maladie,cdi,Administratif/médical,20-30 ans,45696.0,5712.0,12.5
2025-03,Maladie,Maladie,cdi,Administratif/médical,Non défini,15120.0,2016.0,13.333333333333334
2025-03,Maladie,Maladie,cdi,Bloc opératoire,20-30 ans,37845.0,4470.0,11.811335711454618
2025-03,Maladie,Maladie,cdi,Bloc opératoire,30-40 ans,14904.0,1242.0,8.333333333333332
2025-03,Maladie,Maladie,cdi,Bloc opératoire,Non défini,125801.0,14872.0,11.82184561330991
2025-03,Maladie,Maladie,cdi,Information médicale,Non défini,8505.0,1134.0,13.333333333333334
2025-03,Maladie,Maladie,cdi,Laboratoire,30-40 ans,92340.0,12312.0,13.333333333333334
2025-03,Maladie,Maladie,cdi,Logistique,Moins de 20 ans,5940.0,792.0,13.333333333333334
2025-03,Maladie,Maladie,cdi,Logistique,Non défini,2688.0,0.0,0.0
2025-03,Maladie,Maladie,cdi,Médical,20-30 ans,10584.0,1350.0,12.755102040816327
2025-03,Maladie,Maladie,cdi,Médical,30-40 ans,12609.0,1620.0,12.84796573875803
2025-03,Maladie,Maladie,cdi,Médical,Non défini,27024.0,3542.0,13.106867969212551
2025-03,Maladie,Maladie,cdi,Pharmacie,Non défini,5626.5,866.0,15.39145116857727
2025-03,Maladie,Maladie,cdi,Psycho-social,Moins de 20 ans,2641.92,344.0,13.020833333333334
2025-03,Maladie,Maladie,cdi,Psycho-social,Non défini,92340.0,12312.0,13.333333333333334
2025-03,Maladie,Maladie,cdi,Pédiatrie/néonat,Non défini,2880.0,240.0,8.333333333333332
2025-03,Maladie,Maladie,cdi,Rééducation,Non défini,8400.0,1120.0,13.333333333333334
2025-03,Maladie,Maladie,cdi,Soins infirmiers,20-30 ans,25680.0,3328.0,12.9595015576324
2025-03,Maladie,Maladie,cdi,Soins infirmiers,Non défini,112506.0,12359.0,10.985191900876398
2025-03,Maladie,Maladie,cdi,Techniques/bâtiment,Non défini,2688.0,336.0,12.5
2025-03,Événements familiaux,Décès,cdd,Soins infirmiers,50-60 ans,384.0,0.0,0.0
2025-03,Événements familiaux,Décès,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2025-03,Événements familiaux,Décès,cdi,Bloc opératoire,Non défini,816.0,102.0,12.5
2025-03,Événements familiaux,Décès,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2025-03,Événements familiaux,Décès,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2025-03,Événements familiaux,Déménagement,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2025-03,Événements familiaux,Déménagement,cdi,Médical,Non défini,1050.0,140.0,13.333333333333334
2025-03,Événements familiaux,Enfant malade,cdd,Soins infirmiers,20-30 ans,1536.0,128.0,8.333333333333332
2025-03,Événements familiaux,Enfant malade,cdd,Soins infirmiers,60 ans et plus,6480.0,864.0,13.333333333333334
2025-03,Événements familiaux,Enfant malade,cdi,Bloc opératoire,30-40 ans,4968.0,414.0,8.333333333333332
2025-03,Événements familiaux,Enfant malade,cdi,Bloc opératoire,Non défini,4968.0,414.0,8.333333333333332
2025-03,Événements familiaux,Enfant malade,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2025-03,Événements familiaux,Enfant malade,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2025-03,Événements familiaux,Enfant malade,cdi,Pharmacie,Non défini,1755.0,520.0,29.629629629629626
2025-03,Événements familiaux,Enfant malade,cdi,Rééducation,Non défini,3360.0,448.0,13.333333333333334
2025-03,Événements familiaux,Enfant malade,cdi,Soins infirmiers,Non défini,5424.0,560.0,10.32448377581121
2025-03,Événements familiaux,Mariage,cdi,Pharmacie,Non défini,544.0,68.0,12.5
2025-03,Événements familiaux,Mariage,cdi,Soins infirmiers,20-30 ans,23760.0,3168.0,13.333333333333334
2025-03,Événements familiaux,Mariage,cdi,Soins infirmiers,Non défini,11880.0,1584.0,13.333333333333334
2025-04,Absences non payées,Divers,cdi,Administratif/médical,Non défini,4335.0,578.0,13.333333333333334
2025-04,Accidentologie,Accident de travail,cdd,Médical,20-30 ans,2448.0,306.0,12.5
2025-04,Accidentologie,Accident de travail,cdd,Médical,30-40 ans,2448.0,306.0,12.5
2025-04,Accidentologie,Accident de travail,cdd,Techniques/bâtiment,40-50 ans,660.48,86.0,13.020833333333334
2025-04,Accidentologie,Accident de travail,cdi,Administratif/médical,20-30 ans,11424.0,1428.0,12.5
2025-04,Accidentologie,Accident de travail,cdi,Bloc opératoire,30-40 ans,2208.0,184.0,8.333333333333332
2025-04,Accidentologie,Accident de travail,cdi,Bloc opératoire,Non défini,13632.0,1612.0,11.825117370892018
2025-04,Accidentologie,Accident de travail,cdi,Information médicale,Non défini,1147.5,153.0,13.333333333333334
2025-04,Accidentologie,Accident de travail,cdi,Médical,20-30 ans,3978.0,510.0,12.82051282051282
2025-04,Accidentologie,Accident de travail,cdi,Médical,30-40 ans,4105.5,527.0,12.836438923395447
2025-04,Accidentologie,Accident de travail,cdi,Médical,Non défini,6160.5,801.0,13.002191380569759
2025-04,Accidentologie,Accident de travail,cdi,Psycho-social,Moins de 20 ans,660.48,86.0,13.020833333333334
2025-04,Accidentologie,Accident de travail,cdi,Rééducation,Non défini,1680.0,224.0,13.333333333333334
2025-04,Accidentologie,Accident de travail,cdi,Soins infirmiers,20-30 ans,960.0,80.0,8.333333333333332
2025-04,Accidentologie,Accident de travail,cdi,Soins infirmiers,Non défini,480.0,40.0,8.333333333333332
2025-04,Accidentologie,Accident de travail,cdi,Techniques/bâtiment,Non défini,896.0,112.0,12.5
2025-04,Accidentologie,Maladie professionnelle,cdd,Soins infirmiers,20-30 ans,768.0,64.0,8.333333333333332
2025-04,Aucune,Aucune,apprenti,Administratif,20-30 ans,60.0,0.0,0.0
2025-04,Aucune,Aucune,apprenti,Bloc opératoire,20-30 ans,367.0,31.0,8.446866485013624
2025-04,Aucune,Aucune,apprenti,Hygiène/Hôtellerie,20-30 ans,130.0,13.0,10.0
2025-04,Aucune,Aucune,apprenti,Laboratoire,20-30 ans,64.0,0.0,0.0
2025-04,Aucune,Aucune,apprenti,Logistique,20-30 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,apprenti,Médical,20-30 ans,149.2,15.0,10.053619302949063
2025-04,Aucune,Aucune,apprenti,Soins infirmiers,20-30 ans,464.5,34.0,7.319698600645856
2025-04,Aucune,Aucune,apprenti,Sécurité,20-30 ans,100.0,0.0,0.0
2025-04,Aucune,Aucune,cdd,Administratif,20-30 ans,690.5,71.0,10.282404055032584
2025-04,Aucune,Aucune,cdd,Administratif,30-40 ans,959.5,91.0,9.48410630536738
2025-04,Aucune,Aucune,cdd,Administratif,40-50 ans,907.5,99.0,10.909090909090908
2025-04,Aucune,Aucune,cdd,Administratif,50-60 ans,232.5,31.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Administratif,60 ans et plus,240.0,32.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Administratif,Moins de 20 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Administratif/médical,20-30 ans,255.0,34.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Administratif/médical,30-40 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Administratif/médical,40-50 ans,232.5,31.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Administratif/médical,60 ans et plus,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Biomédical,20-30 ans,272.0,17.0,6.25
2025-04,Aucune,Aucune,cdd,Bloc opératoire,20-30 ans,1044.0,103.0,9.865900383141762
2025-04,Aucune,Aucune,cdd,Bloc opératoire,30-40 ans,112.5,15.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Bloc opératoire,40-50 ans,894.5,82.0,9.167132476243712
2025-04,Aucune,Aucune,cdd,Bloc opératoire,50-60 ans,643.0,75.0,11.66407465007776
2025-04,Aucune,Aucune,cdd,Bloc opératoire,60 ans et plus,263.5,0.0,0.0
2025-04,Aucune,Aucune,cdd,Direction,40-50 ans,136.0,17.0,12.5
2025-04,Aucune,Aucune,cdd,Hygiène/Hôtellerie,40-50 ans,60.0,0.0,0.0
2025-04,Aucune,Aucune,cdd,Hygiène/Hôtellerie,50-60 ans,130.0,0.0,0.0
2025-04,Aucune,Aucune,cdd,Imagerie,20-30 ans,407.18,34.0,8.35011542806621
2025-04,Aucune,Aucune,cdd,Imagerie,30-40 ans,208.0,8.0,3.8461538461538463
2025-04,Aucune,Aucune,cdd,Imagerie,40-50 ans,100.8,8.0,7.936507936507936
2025-04,Aucune,Aucune,cdd,Imagerie,50-60 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Imagerie,60 ans et plus,105.6,1.0,0.946969696969697
2025-04,Aucune,Aucune,cdd,Imagerie,Moins de 20 ans,64.0,8.0,12.5
2025-04,Aucune,Aucune,cdd,Information médicale,20-30 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Information médicale,40-50 ans,343.5,40.0,11.644832605531295
2025-04,Aucune,Aucune,cdd,Information médicale,60 ans et plus,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Juridique,30-40 ans,136.0,17.0,12.5
2025-04,Aucune,Aucune,cdd,Laboratoire,20-30 ans,323.5,42.0,12.982998454404946
2025-04,Aucune,Aucune,cdd,Laboratoire,30-40 ans,369.0,47.0,12.737127371273713
2025-04,Aucune,Aucune,cdd,Laboratoire,40-50 ans,328.5,31.0,9.43683409436834
2025-04,Aucune,Aucune,cdd,Laboratoire,50-60 ans,187.5,25.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Logistique,20-30 ans,260.0,0.0,0.0
2025-04,Aucune,Aucune,cdd,Logistique,30-40 ans,187.5,17.0,9.066666666666666
2025-04,Aucune,Aucune,cdd,Logistique,Moins de 20 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Médical,20-30 ans,586.0,47.0,8.020477815699659
2025-04,Aucune,Aucune,cdd,Médical,30-40 ans,643.8,68.0,10.56228642435539
2025-04,Aucune,Aucune,cdd,Médical,40-50 ans,904.6,82.0,9.064780013265532
2025-04,Aucune,Aucune,cdd,Médical,50-60 ans,1120.0,119.0,10.625
2025-04,Aucune,Aucune,cdd,Médical,60 ans et plus,255.0,34.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Pharmacie,20-30 ans,360.0,31.0,8.61111111111111
2025-04,Aucune,Aucune,cdd,Pharmacie,30-40 ans,200.0,0.0,0.0
2025-04,Aucune,Aucune,cdd,Pharmacie,40-50 ans,105.0,14.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Pharmacie,Moins de 20 ans,9.6,0.0,0.0
2025-04,Aucune,Aucune,cdd,Psycho-social,40-50 ans,187.5,17.0,9.066666666666666
2025-04,Aucune,Aucune,cdd,Pédiatrie/néonat,20-30 ans,9.6,1.0,10.416666666666668
2025-04,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Qualité,20-30 ans,216.0,27.0,12.5
2025-04,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,136.0,17.0,12.5
2025-04,Aucune,Aucune,cdd,Recherche,30-40 ans,272.0,34.0,12.5
2025-04,Aucune,Aucune,cdd,Rééducation,20-30 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Rééducation,50-60 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Rééducation,60 ans et plus,232.5,31.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-04,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,2770.5,267.0,9.637249593936113
2025-04,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,1370.68,110.0,8.025213762512037
2025-04,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,1127.5,89.0,7.893569844789357
2025-04,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,1527.5,121.0,7.9214402618657935
2025-04,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,505.0,38.0,7.524752475247524
2025-04,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,449.5,25.0,5.561735261401557
2025-04,Aucune,Aucune,cdd,Sécurité,20-30 ans,136.0,0.0,0.0
2025-04,Aucune,Aucune,cdd,Sécurité,60 ans et plus,100.0,0.0,0.0
2025-04,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,141.9,18.0,12.684989429175475
2025-04,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,255.0,34.0,13.333333333333334
2025-04,Aucune,Aucune,cdi,Administratif,20-30 ans,3287.0,311.0,9.461515059324613
2025-04,Aucune,Aucune,cdi,Administratif,30-40 ans,656.5,87.0,13.252094440213252
2025-04,Aucune,Aucune,cdi,Administratif,40-50 ans,382.5,51.0,13.333333333333334
2025-04,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,331.6,42.0,12.665862484921592
2025-04,Aucune,Aucune,cdi,Administratif,Non défini,8643.5,878.0,10.157922138022792
2025-04,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,382.5,51.0,13.333333333333334
2025-04,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,112.5,15.0,13.333333333333334
2025-04,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,255.0,17.0,6.666666666666667
2025-04,Aucune,Aucune,cdi,Administratif/médical,Non défini,1755.0,229.0,13.048433048433047
2025-04,Aucune,Aucune,cdi,Biomédical,20-30 ans,839.5,67.0,7.980941036331149
2025-04,Aucune,Aucune,cdi,Biomédical,30-40 ans,19.2,2.0,10.416666666666668
2025-04,Aucune,Aucune,cdi,Biomédical,Non défini,1320.0,108.0,8.181818181818182
2025-04,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2133.1,194.0,9.094744737705687
2025-04,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,437.6,62.0,14.168190127970748
2025-04,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,112.5,15.0,13.333333333333334
2025-04,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,866.5,96.0,11.079053664166185
