id,debut,fin,type,id_pers,id_emploi,part_temps,id_temps,plage_type,decompte_temps,exempt_nuit,exempt_astreinte,exempt_bloc
2278,2001-08-30,2002-12-30,cdi,1544,47,0.8,97,forfait,jours,0,0,1
2279,2008-07-29,2010-02-28,cdi,1545,210,0.8,303,nuit,heures,0,1,1
2280,2000-06-25,,cdi,1546,241,0.8,341,forfait,jours,0,0,1
2281,2012-10-12,,cdi,1547,197,1.0,278,jour,heures,0,0,0
2282,2001-08-30,2002-03-30,cdd,1548,56,1.0,106,jour,heures,0,0,1
2283,2017-02-04,2018-09-04,cdi,1549,47,1.0,97,forfait,jours,0,1,1
2284,2001-02-06,,cdi,1550,49,0.6,99,nuit,heures,0,1,1
2285,2001-11-16,,cdi,1551,41,0.8,85,forfait,jours,0,1,1
2286,2011-04-11,2012-01-11,cdd,1552,260,0.9,364,nuit,heures,0,1,1
2287,2012-01-16,2013-08-16,cdi,1552,47,1.0,97,forfait,jours,0,0,1
2288,2013-10-06,,cdi,1552,47,0.8,97,forfait,jours,0,0,1
2289,2015-10-25,,cdi,1553,205,1.0,295,nuit,heures,0,1,1
2290,2001-04-02,2003-03-02,apprenti,1554,205,1.0,294,jour,heures,1,1,1
2291,2013-04-23,,cdi,1555,201,0.8,286,forfait,jours,0,1,0
2292,2020-09-08,2021-06-08,cdd,1556,238,1.0,338,astreinte,astreinte,1,0,1
2293,2002-07-03,2004-06-03,cdi,1557,261,0.8,365,nuit,heures,0,0,1
2294,2004-06-03,2005-03-03,cdi,1557,261,1.0,365,nuit,heures,0,1,1
2295,2005-03-27,2006-10-27,cdi,1557,261,1.0,365,nuit,heures,0,1,1
2296,2001-06-05,2003-02-05,cdi,1558,201,0.8,286,forfait,jours,0,0,0
2297,2002-03-15,2003-12-15,cdi,1559,125,0.8,185,forfait,jours,1,0,1
2298,2020-03-02,2020-10-02,cdd,1560,199,1.0,282,jour,heures,0,1,0
2299,2001-09-25,2002-03-25,cdi,1561,220,0.8,315,jour,heures,0,1,1
2300,2002-04-03,2002-07-03,cdd,1561,299,0.8,416,nuit,heures,0,1,1
2301,2002-08-09,2004-06-09,cdi,1561,299,1.0,416,nuit,heures,0,0,1
2302,2011-10-31,2013-08-31,cdi,1562,103,0.8,163,jour,heures,0,0,1
2303,2015-09-10,,cdi,1563,263,0.5,370,bloc,heures,0,1,0
2304,2002-05-12,2003-07-12,cdd,1564,272,0.8,385,astreinte,astreinte,1,0,1
2305,2002-03-31,2002-07-31,cdd,1565,238,0.6,336,jour,heures,0,1,1
2306,2002-06-03,2002-09-03,cdd,1566,256,0.8,359,jour,heures,1,1,1
2307,2002-10-08,2004-06-08,cdi,1566,256,1.0,360,nuit,heures,0,0,0
2308,2011-10-25,,cdi,1567,23,1.0,54,jour,heures,1,1,1
2309,2002-04-16,2003-06-16,cdd,1568,48,1.0,98,forfait,jours,1,1,1
2310,2000-11-23,2002-04-23,cdi,1569,256,1.0,360,nuit,heures,0,1,1
2311,2002-07-26,2003-11-26,cdd,1570,203,1.0,290,jour,heures,0,0,1
2312,2000-10-15,,cdi,1571,205,1.0,295,nuit,heures,0,1,1
2313,2001-12-15,2002-11-15,cdi,1572,223,0.8,320,jour,heures,0,0,1
2314,2000-11-08,2002-05-08,cdi,1573,256,0.9,359,jour,heures,0,0,1
2315,2000-08-09,,cdi,1574,87,0.8,147,forfait,jours,0,1,1
2316,2000-09-25,2001-09-25,cdi,1575,264,0.5,372,jour,heures,1,0,1
2317,2002-03-21,2004-03-21,cdi,1576,104,0.8,164,jour,heures,0,0,1
2318,2006-01-08,2006-10-08,cdd,1577,200,1.0,284,nuit,heures,0,1,0
2319,2006-09-18,,cdi,1578,14,0.5,36,jour,heures,0,1,0
2320,2002-06-08,2002-09-08,cdd,1579,203,1.0,291,nuit,heures,0,0,1
2321,2002-10-25,2003-05-25,cdi,1579,271,0.8,380,jour,heures,1,0,1
2322,2009-08-07,2011-08-07,cdi,1580,47,1.0,97,forfait,jours,0,0,1
2323,2019-11-06,2020-05-06,cdd,1581,159,1.0,225,astreinte,astreinte,0,0,1
2324,2020-06-10,2021-08-10,cdi,1581,159,1.0,225,astreinte,astreinte,0,0,1
2325,2000-10-21,2002-07-21,cdi,1582,99,0.8,159,jour,heures,0,0,1
2326,2001-12-23,2025-10-01,cdd,1583,58,0.8,108,jour,heures,0,0,1
2327,2002-05-01,2002-11-01,cdi,1584,49,1.0,99,nuit,heures,0,1,1
2328,2001-08-01,,cdi,1585,204,1.0,293,forfait,jours,1,0,1
2329,2007-12-10,2009-06-10,cdd,1586,285,0.8,401,nuit,heures,0,1,1
2330,2009-06-25,2026-01-01,cdd,1586,260,0.8,364,nuit,heures,1,1,1
2331,2002-03-06,2003-04-06,cdi,1587,15,1.0,38,jour,heures,0,1,1
2332,2000-06-08,2001-03-08,cdi,1588,56,1.0,106,jour,heures,0,1,1
2333,2002-04-15,,cdi,1589,190,1.0,263,jour,heures,0,1,1
2334,2001-05-23,2002-06-23,cdd,1590,19,1.0,46,jour,heures,0,1,1
2335,2009-04-11,2010-03-11,cdi,1591,31,1.0,67,jour,heures,1,0,1
2336,2010-04-14,2011-04-14,cdi,1591,31,0.8,67,jour,heures,1,1,1
2337,2011-05-05,2011-11-05,cdi,1591,14,1.0,37,astreinte,astreinte,1,0,1
2338,2000-10-19,,cdi,1592,198,1.0,279,jour,heures,0,0,1
2339,2000-02-28,2001-06-28,cdi,1593,49,0.5,99,nuit,heures,0,0,1
2340,2019-10-31,2019-12-31,cdd,1594,210,1.0,302,jour,heures,1,1,1
2341,2013-08-12,2014-08-12,cdd,1595,247,1.0,349,jour,heures,0,1,1
2342,2001-05-19,,cdi,1596,160,0.5,227,astreinte,astreinte,0,0,1
2343,2001-01-08,2002-01-08,cdi,1597,221,1.0,318,nuit,heures,0,1,1
2344,2003-04-11,,cdi,1598,254,1.0,357,forfait,jours,1,0,1
2345,2000-12-15,2002-07-15,cdi,1599,258,0.5,362,jour,heures,0,1,1
2346,2010-10-22,2025-11-01,cdd,1600,31,0.8,67,jour,heures,0,1,1
2347,2000-03-27,2001-04-27,cdi,1601,217,0.6,310,jour,heures,0,1,1
2348,2001-06-23,2002-11-23,cdi,1601,258,1.0,362,jour,heures,1,1,1
2349,2002-12-30,2004-08-30,cdi,1601,258,1.0,362,jour,heures,0,1,1
2350,2001-12-12,2003-12-12,cdi,1602,256,0.5,359,jour,heures,1,0,1
2351,2003-12-14,2005-10-14,cdi,1602,256,1.0,360,nuit,heures,0,1,0
2352,2005-11-09,2007-01-09,cdi,1602,256,1.0,360,nuit,heures,0,0,1
2353,2002-05-07,,cdi,1603,256,0.9,359,jour,heures,1,0,1
2354,2000-03-31,2001-07-31,cdi,1604,19,1.0,47,astreinte,astreinte,1,0,1
2355,2000-06-23,2002-06-23,cdi,1605,154,1.0,216,forfait,jours,1,0,1
2356,2000-06-21,2001-01-21,cdi,1606,16,1.0,40,jour,heures,0,0,1
2357,2001-04-27,,cdi,1607,38,1.0,81,jour,heures,1,1,1
2358,2001-11-01,2002-12-01,cdd,1608,43,1.0,87,nuit,heures,1,0,1
2359,2002-12-01,,cdi,1608,43,0.9,87,nuit,heures,0,1,1
2360,2001-02-27,2001-12-27,cdi,1609,275,1.0,388,jour,heures,1,0,1
2361,2011-11-02,2013-01-02,cdi,1610,51,1.0,101,nuit,heures,1,1,1
2362,2013-01-27,2013-03-27,cdd,1610,51,1.0,101,nuit,heures,1,1,1
2363,2016-01-03,2017-12-03,cdi,1611,102,1.0,162,forfait,jours,1,1,1
2364,2002-09-08,2004-01-08,cdi,1612,20,1.0,48,jour,heures,0,1,1
2365,2004-02-03,2006-01-03,cdi,1612,20,1.0,48,jour,heures,0,1,1
2366,2006-01-18,2006-08-18,cdi,1612,20,1.0,49,astreinte,astreinte,0,0,0
2367,2008-03-31,2008-08-31,cdd,1613,152,0.8,214,forfait,jours,0,0,1
2368,2001-05-07,2025-12-01,cdd,1614,104,1.0,164,jour,heures,1,1,1
2369,2001-10-17,2003-10-17,cdi,1615,165,1.0,233,nuit,heures,0,0,1
2370,2001-08-16,2003-02-16,cdi,1616,247,0.8,350,nuit,heures,0,1,1
2371,2001-11-13,2002-12-13,cdi,1617,220,0.8,316,nuit,heures,0,1,1
2372,2002-12-20,2003-01-20,cdd,1617,43,0.8,87,nuit,heures,0,0,0
2373,2002-01-21,2002-10-21,cdi,1618,106,0.8,166,forfait,jours,1,0,1
2374,2001-03-15,2002-08-15,cdd,1619,258,1.0,362,jour,heures,0,1,1
2375,2002-08-16,2004-07-16,cdi,1619,258,0.8,362,jour,heures,1,0,1
2376,2010-04-24,2011-08-24,cdi,1620,223,1.0,320,jour,heures,0,1,1
2377,2000-06-22,2001-02-22,cdd,1621,43,1.0,87,nuit,heures,0,0,1
2378,2001-10-06,2003-02-06,cdi,1622,221,0.8,318,nuit,heures,0,1,1
2379,2002-01-31,2003-03-31,cdi,1623,239,1.0,339,forfait,jours,0,1,0
2380,2003-05-03,2003-08-03,cdd,1623,43,1.0,87,nuit,heures,0,0,1
2381,2014-06-24,2016-01-24,cdi,1624,127,0.8,187,jour,heures,0,0,0
2382,2001-10-02,2003-03-02,cdd,1625,69,0.8,122,astreinte,astreinte,0,0,1
2383,2002-10-17,2004-05-17,cdi,1626,210,1.0,303,nuit,heures,0,0,1
2384,2017-03-20,,cdi,1627,125,1.0,185,forfait,jours,0,0,1
2385,2002-11-22,2003-11-22,cdi,1628,73,0.8,129,jour,heures,1,0,1
2386,2003-11-27,2004-01-27,cdd,1628,47,1.0,97,forfait,jours,0,0,1
2387,2004-02-06,2005-10-06,cdi,1628,47,1.0,97,forfait,jours,1,0,1
2388,2000-05-16,2001-12-16,cdi,1629,261,0.9,365,nuit,heures,0,1,0
2389,2001-12-22,2002-03-22,cdd,1629,220,0.8,315,jour,heures,0,1,1
2390,2000-11-24,,cdi,1630,72,1.0,127,jour,heures,0,0,1
2391,2001-09-17,2002-10-17,cdi,1631,221,0.8,317,jour,heures,0,0,1
2392,2019-01-07,2020-08-07,cdi,1632,47,1.0,97,forfait,jours,0,0,1
2393,2001-06-02,,cdi,1633,263,0.8,369,nuit,heures,0,1,0
2394,2001-04-20,2002-05-20,cdi,1634,252,0.9,355,forfait,jours,0,0,0
2395,2002-06-20,2002-11-20,cdd,1634,48,0.9,98,forfait,jours,0,0,1
2396,2002-12-11,2004-08-11,cdi,1634,48,1.0,98,forfait,jours,0,0,1
2397,2004-10-10,,cdi,1634,48,1.0,98,forfait,jours,0,1,1
2398,2001-08-15,2002-06-15,cdi,1635,264,1.0,372,jour,heures,0,0,1
2399,2003-06-17,,cdi,1636,256,0.8,359,jour,heures,1,0,1
2400,2008-05-09,,cdi,1637,286,1.0,402,jour,heures,1,1,1
2401,2007-05-12,2008-07-12,cdi,1638,265,1.0,373,forfait,jours,0,1,1
2402,2008-08-21,2009-03-21,cdi,1638,51,1.0,101,nuit,heures,0,0,1
2403,2009-04-15,2010-02-15,cdi,1638,45,1.0,92,jour,heures,0,1,0
2404,2010-03-15,,cdi,1638,45,1.0,95,astreinte,astreinte,1,0,0
2405,2019-01-28,2019-09-28,cdd,1639,57,1.0,107,jour,heures,1,0,1
2406,2019-11-24,2020-11-24,cdi,1639,299,0.8,416,nuit,heures,0,1,1
2407,2020-12-09,,cdi,1639,299,1.0,416,nuit,heures,1,0,1
2408,2001-03-20,,cdi,1640,263,1.0,368,jour,heures,0,1,0
2409,2001-11-18,,cdi,1641,10,0.8,25,jour,heures,0,0,1
2410,2002-07-19,2003-01-19,cdi,1642,224,1.0,322,nuit,heures,0,0,1
2411,2003-03-18,2005-02-18,cdi,1642,224,0.8,322,nuit,heures,0,1,0
2412,2006-10-05,,cdi,1643,238,1.0,337,nuit,heures,0,0,1
2413,2001-05-05,2003-03-05,cdi,1644,285,1.0,401,nuit,heures,0,1,1
2414,2003-04-03,2003-11-03,cdi,1644,285,0.8,400,jour,heures,0,0,1
2415,2002-06-15,2003-01-15,cdi,1645,65,1.0,115,nuit,heures,0,1,1
2416,2003-01-16,,cdi,1645,98,1.0,158,jour,heures,1,1,1
2417,2000-10-13,,cdi,1646,18,1.0,44,jour,heures,0,1,1
2418,2001-01-27,2002-01-27,cdd,1647,49,1.0,99,nuit,heures,1,1,1
2419,2001-10-21,2002-11-21,cdi,1648,15,1.0,38,jour,heures,1,1,1
2420,2001-04-28,2002-12-28,cdi,1649,45,1.0,92,jour,heures,0,1,0
2421,2003-02-03,2004-01-03,cdi,1649,45,1.0,92,jour,heures,0,0,1
2422,2000-04-24,2001-04-24,cdi,1650,49,0.8,99,nuit,heures,0,1,0
2423,2001-05-09,,cdi,1650,285,1.0,400,jour,heures,0,1,1
2424,2012-06-03,2013-04-03,cdi,1651,16,1.0,41,astreinte,astreinte,0,0,1
2425,2013-04-10,,cdi,1651,16,1.0,40,jour,heures,0,1,1
2426,2002-05-29,2003-11-29,cdd,1652,263,0.8,369,nuit,heures,0,0,0
2427,2002-06-24,2003-03-24,cdd,1653,266,0.8,374,forfait,jours,0,1,1
2428,2021-01-12,2022-08-12,cdi,1654,154,1.0,216,forfait,jours,0,0,1
2429,2002-08-03,2003-12-03,cdd,1655,154,1.0,216,forfait,jours,0,0,1
2430,2002-09-08,2003-05-08,cdi,1656,261,0.8,365,nuit,heures,0,1,1
2431,2002-12-19,2004-05-19,cdi,1657,299,0.9,416,nuit,heures,0,0,1
2432,2001-05-21,2001-11-21,cdd,1658,45,0.5,94,bloc,heures,1,0,0
2433,2010-02-02,2011-12-02,cdi,1659,33,1.0,71,jour,heures,0,0,1
2434,2011-12-13,,cdi,1659,34,1.0,73,jour,heures,0,1,1
2435,2001-03-01,,cdi,1660,261,0.8,365,nuit,heures,0,1,0
2436,2000-01-30,2001-10-30,cdi,1661,286,1.0,402,jour,heures,0,0,1
2437,2018-10-29,2020-04-29,cdi,1662,6,1.0,15,astreinte,astreinte,0,0,1
2438,2000-06-28,2001-09-28,cdi,1663,223,1.0,320,jour,heures,1,0,1
2439,2000-12-30,2002-08-30,cdi,1664,256,1.0,359,jour,heures,0,1,1
2440,2002-09-13,2002-12-13,cdd,1664,256,0.8,359,jour,heures,0,0,1
2441,2010-04-04,2011-11-04,cdi,1665,75,1.0,132,jour,heures,0,1,1
2442,2011-11-30,2013-04-30,cdi,1665,260,1.0,364,nuit,heures,0,1,1
2443,2013-06-11,2014-08-11,cdd,1665,260,0.8,364,nuit,heures,0,1,1
2444,2000-11-29,,cdi,1666,220,0.5,316,nuit,heures,0,0,0
2445,2008-06-25,2009-04-25,cdi,1667,136,1.0,196,nuit,heures,0,0,0
2446,2009-03-21,2010-05-21,cdd,1668,258,1.0,362,jour,heures,0,0,1
2447,2010-05-25,2011-03-25,cdd,1668,258,0.8,362,jour,heures,1,1,1
2448,2014-11-17,,cdi,1669,220,1.0,316,nuit,heures,0,1,1
2449,2000-01-21,,cdi,1670,32,1.0,69,jour,heures,0,0,1
2450,2001-06-06,,cdi,1671,289,1.0,405,forfait,jours,0,1,0
2451,2000-11-04,2002-11-04,cdi,1672,31,1.0,67,jour,heures,0,0,1
2452,2001-03-20,2001-11-20,cdi,1673,285,1.0,401,nuit,heures,0,0,1
2453,2000-07-09,2000-08-09,cdd,1674,256,1.0,359,jour,heures,0,1,1
2454,2000-09-02,2002-07-02,cdi,1674,256,1.0,360,nuit,heures,0,0,0
2455,2019-09-27,,cdi,1675,289,0.8,405,forfait,jours,0,1,0
2456,2001-10-28,,cdi,1676,221,1.0,317,jour,heures,0,0,1
2457,2000-05-31,2002-04-30,cdi,1677,146,0.8,206,jour,heures,0,1,1
2458,2002-06-23,2003-09-23,cdi,1677,3,1.0,5,nuit,heures,0,1,1
2459,2003-11-22,2004-06-22,cdi,1677,43,0.5,87,nuit,heures,0,1,1
2460,2011-01-13,2012-12-13,cdi,1678,270,1.0,379,jour,heures,0,1,1
2461,2001-04-18,2002-09-18,cdi,1679,43,0.8,87,nuit,heures,0,0,1
2462,2002-09-23,2004-03-23,cdd,1679,238,0.9,337,nuit,heures,0,1,1
2463,2004-05-04,2005-02-04,cdd,1679,238,1.0,336,jour,heures,0,1,1
2464,2015-07-05,2016-09-05,cdi,1680,224,1.0,322,nuit,heures,0,0,1
2465,2000-12-26,2001-12-26,cdd,1681,103,1.0,163,jour,heures,0,1,1
2466,2002-01-21,2003-07-21,cdd,1681,103,0.6,163,jour,heures,1,1,1
2467,2003-08-10,2004-03-10,cdd,1681,103,0.9,163,jour,heures,0,1,1
2468,2004-05-05,2005-02-05,cdi,1681,103,1.0,163,jour,heures,0,1,0
2469,2005-03-22,2005-05-22,cdd,1681,103,0.8,163,jour,heures,0,0,1
2470,2002-02-04,,cdi,1682,253,0.8,356,jour,heures,0,1,0
2471,2002-05-03,2003-12-03,cdi,1683,209,0.8,301,astreinte,astreinte,0,0,1
2472,2002-08-04,2003-05-04,cdi,1684,154,0.5,216,forfait,jours,1,0,1
2473,2001-01-01,2001-07-01,cdi,1685,9,1.0,22,jour,heures,0,1,1
2474,2001-10-06,2002-10-06,cdd,1686,216,1.0,309,forfait,jours,0,0,0
2475,2002-11-28,2003-09-28,cdi,1686,216,1.0,309,forfait,jours,0,1,1
2476,2003-09-29,2005-07-29,cdi,1686,216,1.0,309,forfait,jours,1,1,1
2477,2020-04-12,2020-12-12,cdi,1687,261,1.0,365,nuit,heures,0,0,1
2478,2021-01-29,,cdi,1687,261,0.8,365,nuit,heures,0,0,1
2479,2000-11-27,2001-12-27,cdi,1688,71,0.8,125,jour,heures,0,0,1
2480,2015-01-06,,cdi,1689,28,1.0,61,jour,heures,0,1,1
2481,2017-08-09,2018-11-09,cdi,1690,284,1.0,399,jour,heures,0,0,1
2482,2011-11-19,2013-04-19,cdi,1691,198,1.0,281,astreinte,astreinte,0,0,1
2483,2013-06-17,2014-07-17,cdi,1691,198,1.0,279,jour,heures,0,0,1
2484,2014-08-19,2016-05-19,cdi,1691,207,1.0,297,jour,heures,0,1,1
2485,2000-07-01,,cdi,1692,1,1.0,1,jour,heures,1,0,1
2486,2001-01-21,2002-05-21,cdd,1693,205,1.0,294,jour,heures,1,1,0
2487,2001-10-22,2002-09-22,cdi,1694,27,1.0,60,astreinte,astreinte,0,0,1
2488,2002-09-29,2004-03-29,cdd,1694,27,1.0,59,jour,heures,0,1,1
2489,2000-02-07,2001-08-07,cdd,1695,271,0.5,382,astreinte,astreinte,0,0,1
2490,2001-08-24,2003-07-24,apprenti,1695,80,0.5,139,forfait,jours,0,1,1
2491,2002-06-28,2003-01-28,cdi,1696,254,1.0,357,forfait,jours,0,1,1
2492,2000-05-27,2000-12-27,cdi,1697,262,1.0,366,nuit,heures,0,1,0
2493,2000-05-23,2002-01-23,cdi,1698,103,1.0,163,jour,heures,0,0,1
2494,2001-04-17,2001-10-17,cdi,1699,247,1.0,350,nuit,heures,0,0,1
2495,2001-06-21,2001-08-21,cdd,1700,221,1.0,317,jour,heures,0,0,1
2496,2019-09-03,,cdi,1701,220,1.0,315,jour,heures,1,0,1
2497,2012-10-02,2013-11-02,cdi,1702,264,0.8,372,jour,heures,0,0,1
2498,2013-12-11,2015-08-11,cdi,1702,264,0.5,372,jour,heures,0,0,1
2499,2002-10-29,,cdi,1703,262,1.0,366,nuit,heures,0,0,1
2500,2017-03-22,,cdi,1704,58,0.8,108,jour,heures,1,1,1
2501,2002-04-23,2003-02-23,cdi,1705,164,0.5,232,nuit,heures,0,1,1
2502,2003-03-19,2005-02-19,cdi,1705,192,1.0,269,jour,heures,0,1,1
2503,2002-07-27,2004-05-27,cdi,1706,11,1.0,30,astreinte,astreinte,0,0,1
2504,2006-07-03,2007-07-03,cdi,1707,285,0.8,400,jour,heures,0,1,1
2505,2001-10-20,,cdi,1708,51,1.0,101,nuit,heures,0,1,0
2506,2008-12-20,2010-01-20,cdi,1709,14,0.8,37,astreinte,astreinte,0,0,1
2507,2016-01-19,2017-06-19,cdi,1710,69,1.0,120,jour,heures,1,1,1
2508,2017-08-06,2019-05-06,cdi,1710,69,1.0,120,jour,heures,0,0,1
2509,2019-06-07,2025-12-01,cdd,1710,221,1.0,318,nuit,heures,0,0,1
2510,2012-04-12,,cdi,1711,70,0.5,123,jour,heures,0,0,1
2511,2000-12-25,2001-02-25,cdd,1712,238,0.8,338,astreinte,astreinte,0,0,1
2512,2000-07-09,2001-07-09,cdi,1713,42,1.0,86,forfait,jours,0,1,1
2513,2000-08-11,2001-11-11,cdd,1714,103,0.5,163,jour,heures,1,0,1
2514,2000-12-16,2001-06-16,cdi,1715,205,0.8,294,jour,heures,1,1,1
2515,2002-10-19,2004-02-19,cdi,1716,105,1.0,165,jour,heures,0,1,1
2516,2004-03-06,2006-02-06,cdi,1716,12,0.8,33,astreinte,astreinte,0,0,0
2517,2006-03-09,2006-10-09,cdi,1716,24,0.8,55,jour,heures,0,1,1
2518,2002-03-11,,cdi,1717,221,0.8,318,nuit,heures,0,0,0
2519,2000-04-02,2001-12-02,cdi,1718,4,1.0,7,jour,heures,0,0,1
2520,2001-01-11,2002-04-11,cdi,1719,202,1.0,287,jour,heures,0,1,0
2521,2002-06-07,2003-11-07,cdi,1719,58,0.8,108,jour,heures,0,0,1
2522,2000-01-05,2001-03-05,cdi,1720,264,1.0,372,jour,heures,1,1,1
2523,2001-06-29,2001-12-29,cdd,1721,51,1.0,101,nuit,heures,0,1,1
2524,2002-06-04,2003-09-04,cdi,1722,260,1.0,364,nuit,heures,0,0,1
2525,2003-10-16,,cdi,1722,260,0.8,364,nuit,heures,0,0,1
2526,2000-01-14,2001-01-14,cdd,1723,51,0.6,101,nuit,heures,0,0,1
2527,2002-09-18,2004-08-18,cdi,1724,260,1.0,364,nuit,heures,0,0,1
2528,2000-08-10,2002-02-10,cdi,1725,299,1.0,416,nuit,heures,0,1,1
2529,2002-03-12,2003-07-12,cdi,1725,299,1.0,416,nuit,heures,1,0,1
2530,2003-07-30,,cdi,1725,299,1.0,416,nuit,heures,0,0,1
2531,2000-10-22,2002-10-22,cdi,1726,161,1.0,228,jour,heures,0,0,1
2532,2002-04-23,2003-05-23,cdi,1727,101,1.0,161,jour,heures,1,0,1
2533,2001-11-12,2003-09-12,apprenti,1728,51,1.0,101,nuit,heures,1,1,1
2534,2003-11-02,2004-06-02,cdi,1728,100,0.5,160,jour,heures,0,1,1
2535,2017-10-24,2018-10-24,cdi,1729,285,1.0,400,jour,heures,0,0,1
2536,2018-11-20,2020-11-20,cdi,1729,285,1.0,401,nuit,heures,0,1,1
2537,2020-12-24,2021-12-24,cdi,1729,285,1.0,401,nuit,heures,0,0,1
2538,2022-02-16,2023-01-16,cdi,1729,285,1.0,400,jour,heures,0,0,1
2539,2023-01-28,,cdi,1729,285,1.0,400,jour,heures,0,0,1
2540,2001-07-22,2002-12-22,cdi,1730,27,1.0,59,jour,heures,0,1,1
2541,2003-01-10,2004-01-10,cdi,1730,189,1.0,260,jour,heures,1,0,1
2542,2010-06-14,2011-01-14,cdd,1731,220,0.8,315,jour,heures,0,0,1
2543,2017-08-05,,cdi,1732,61,1.0,111,jour,heures,0,1,1
2544,2001-08-04,,cdi,1733,286,0.8,402,jour,heures,0,1,1
2545,2001-06-21,2003-05-21,cdi,1734,275,1.0,388,jour,heures,1,0,1
2546,2003-06-05,2004-11-05,cdd,1734,42,1.0,86,forfait,jours,1,1,1
2547,2004-11-15,2005-10-15,cdd,1734,70,1.0,123,jour,heures,1,1,1
2548,2001-10-16,2002-05-16,cdd,1735,101,1.0,161,jour,heures,0,1,0
2549,2000-07-14,,cdi,1736,194,1.0,274,astreinte,astreinte,0,0,1
2550,2000-05-29,2000-12-29,cdd,1737,107,1.0,167,jour,heures,1,1,1
2551,2012-10-14,2013-08-14,cdi,1738,205,1.0,294,jour,heures,0,0,1
2552,2001-11-16,2003-02-16,cdi,1739,256,1.0,360,nuit,heures,0,1,0
2553,2000-12-09,2002-12-09,cdi,1740,169,0.8,237,jour,heures,0,0,1
2554,2002-12-22,2003-08-22,cdi,1740,169,1.0,237,jour,heures,1,1,1
2555,2001-05-21,2002-02-21,cdi,1741,103,1.0,163,jour,heures,0,0,1
2556,2002-03-17,2003-07-17,cdi,1741,216,1.0,309,forfait,jours,0,1,1
2557,2002-04-06,,cdi,1742,202,0.8,289,bloc,heures,1,1,0
2558,2001-06-13,,cdi,1743,47,0.8,97,forfait,jours,0,0,1
2559,2000-10-15,2001-04-15,cdi,1744,201,1.0,286,forfait,jours,0,1,0
2560,2017-12-07,2019-04-07,cdi,1745,154,0.5,216,forfait,jours,0,0,1
2561,2002-07-16,2003-07-16,cdd,1746,155,0.5,217,forfait,jours,0,1,1
2562,2001-01-28,2001-10-28,cdi,1747,271,1.0,381,nuit,heures,0,0,1
2563,2000-01-31,,cdi,1748,8,1.0,21,astreinte,astreinte,1,0,1
2564,2002-09-30,2004-07-30,cdi,1749,98,0.5,158,jour,heures,0,0,1
2565,2000-10-31,2002-02-28,cdi,1750,42,1.0,86,forfait,jours,0,0,1
2566,2005-11-07,2006-01-07,cdd,1751,73,0.6,129,jour,heures,1,1,1
2567,2000-05-18,2000-11-18,cdi,1752,134,0.8,194,jour,heures,0,1,0
2568,2000-12-24,2002-05-24,cdi,1752,134,1.0,194,jour,heures,0,0,1
2569,2000-01-25,,cdi,1753,86,1.0,146,forfait,jours,0,1,1
2570,2000-09-27,2002-07-27,cdi,1754,210,0.8,302,jour,heures,1,1,1
2571,2002-09-07,2003-08-07,cdd,1755,262,1.0,367,bloc,heures,0,0,0
2572,2001-05-22,2002-04-22,cdi,1756,262,1.0,366,nuit,heures,0,1,0
2573,2002-05-24,2003-05-24,cdi,1756,45,0.8,94,bloc,heures,0,1,0
2574,2003-07-16,,cdi,1756,210,0.9,303,nuit,heures,0,0,1
2575,2000-12-05,2001-10-05,cdi,1757,71,0.8,125,jour,heures,0,0,1
2576,2004-02-29,2005-07-29,cdi,1758,37,1.0,80,astreinte,astreinte,1,0,1
2577,2005-08-08,2007-02-08,cdi,1758,37,1.0,79,jour,heures,0,0,1
2578,2018-03-28,2019-07-28,cdi,1759,57,1.0,107,jour,heures,0,0,0
2579,2000-05-20,2001-02-20,cdi,1760,221,1.0,317,jour,heures,1,0,1
2580,2001-03-01,2001-09-01,cdd,1760,274,0.8,387,jour,heures,0,1,1
2581,2001-10-23,2002-12-23,cdi,1760,274,0.8,387,jour,heures,0,1,1
2582,2012-10-28,2013-11-28,cdi,1761,247,1.0,349,jour,heures,0,1,1
2583,2014-01-11,2026-01-01,cdd,1761,247,0.8,350,nuit,heures,0,1,1
2584,2004-02-24,,cdi,1762,221,1.0,318,nuit,heures,0,0,1
2585,2005-09-16,2006-04-16,cdi,1763,34,1.0,74,astreinte,astreinte,0,0,0
2586,2006-05-07,2007-12-07,apprenti,1763,34,1.0,73,jour,heures,0,0,0
2587,2007-12-12,2009-10-12,cdi,1763,29,1.0,64,astreinte,astreinte,0,0,1
2588,2002-07-07,2025-11-27,cdd,1764,201,1.0,286,forfait,jours,1,0,1
2589,2001-06-11,,cdi,1765,44,0.5,88,jour,heures,0,1,0
2590,2002-08-26,,cdi,1766,72,1.0,127,jour,heures,0,0,1
2591,2000-04-25,2000-08-25,cdd,1767,132,1.0,192,jour,heures,0,1,1
2592,2000-10-15,2001-04-15,cdi,1767,214,1.0,307,forfait,jours,0,0,1
2593,2002-02-14,2003-11-14,cdi,1768,19,1.0,46,jour,heures,0,1,1
2594,2002-03-31,2002-09-30,apprenti,1769,238,1.0,336,jour,heures,0,1,1
2595,2002-11-20,,cdi,1769,224,1.0,322,nuit,heures,1,1,1
2596,2001-10-23,2003-04-23,cdi,1770,75,1.0,132,jour,heures,0,1,1
2597,2004-04-27,,cdi,1771,200,1.0,284,nuit,heures,0,0,0
